Tweet,Keyword,code-switched,Hate,
"@ruffydfire 🔴 SIMON EKPA: SECRET $25 BILLION MOROCCO-NIGERIA GAS PIPELINE DEAL. 'NIGER-DELTA' WHEN WILL U LEARN?
 Youtube Video Link:
 https://t.co/dTbMwkRyfr
 
 #MoroccoNigeriaGas #SimonEkpa #Biafra #NigerDelta #GAS #GasPipeline #Nigeria #Tinubu #Buhari #Zamfara #IslamicBank #PeterObi #LNG",#Tinubu,,,
"@ruffydfire 🔴 SIMON EKPA: SECRET $25 BILLION MOROCCO-NIGERIA GAS PIPELINE DEAL. 'NIGER-DELTA' WHEN WILL U LEARN?
 Youtube Video Link:
 https://t.co/dTbMwkRyfr
 
 #MoroccoNigeriaGas #SimonEkpa #Biafra #NigerDelta #GAS #GasPipeline #Nigeria #Tinubu #Buhari #Zamfara #IslamicBank #PeterObi #LNG",#Tinubu,,,
"@ruffydfire 🔴 SIMON EKPA: SECRET $25 BILLION MOROCCO-NIGERIA GAS PIPELINE DEAL. 'NIGER-DELTA' WHEN WILL U LEARN?
 Youtube Video Link:
 https://t.co/dTbMwkRyfr
 
 #MoroccoNigeriaGas #SimonEkpa #Biafra #NigerDelta #GAS #GasPipeline #Nigeria #Tinubu #Buhari #Zamfara #IslamicBank #PeterObi #LNG",#Tinubu,,,
"@funshographix Der is hunger in the land and all you can tweet is bigot 
 Chai which God are you serving ?",hunger in the land,,,
@Naija_PR There is hunger in the land! ☹️,hunger in the land,,,
@instablog9ja There's hunger in the land,hunger in the land,,,
"@yve_starr Me I’ll eat o
 There’s hunger in the land 😭
 And they don’t even have enough food inside",hunger in the land,,,
@Ope_Esther123 there’s hunger in the land😭,hunger in the land,,,
@iamelijarh There is hunger in the land.,hunger in the land,,,
"@PeterObi 🔴 SIMON EKPA: SECRET $25 BILLION MOROCCO-NIGERIA GAS PIPELINE DEAL. 'NIGER-DELTA' WHEN WILL U LEARN?
 Youtube Video Link:
 https://t.co/dTbMwkRyfr
 
 #MoroccoNigeriaGas #SimonEkpa #Biafra #NigerDelta #GAS #GasPipeline #Nigeria #Tinubu #Buhari #Zamfara #IslamicBank #PeterObi #LNG",#Tinubu,,,
"@PeterObi 🔴 SIMON EKPA: SECRET $25 BILLION MOROCCO-NIGERIA GAS PIPELINE DEAL. 'NIGER-DELTA' WHEN WILL U LEARN?
 Youtube Video Link:
 https://t.co/dTbMwkRyfr
 
 #MoroccoNigeriaGas #SimonEkpa #Biafra #NigerDelta #GAS #GasPipeline #Nigeria #Tinubu #Buhari #Zamfara #IslamicBank #PeterObi #LNG",#Tinubu,,,
"@DailyPostNGR @AloyEjimakor 🔴 SIMON EKPA: SECRET $25 BILLION MOROCCO-NIGERIA GAS PIPELINE DEAL. 'NIGER-DELTA' WHEN WILL U LEARN?
 Youtube Video Link:
 https://t.co/dTbMwkRyfr
 
 #MoroccoNigeriaGas #SimonEkpa #Biafra #NigerDelta #GAS #GasPipeline #Nigeria #Tinubu #Buhari #Zamfara #IslamicBank #PeterObi #LNG",#Tinubu,,,
"@MaziKanuntaKanu @AloyEjimakor @EmekaGift100 🔴 SIMON EKPA: SECRET $25 BILLION MOROCCO-NIGERIA GAS PIPELINE DEAL. 'NIGER-DELTA' WHEN WILL U LEARN?
 Youtube Video Link:
 https://t.co/dTbMwkRyfr
 
 #MoroccoNigeriaGas #SimonEkpa #Biafra #NigerDelta #GAS #GasPipeline #Nigeria #Tinubu #Buhari #Zamfara #IslamicBank #PeterObi #LNG",#Tinubu,,,
"@AloyEjimakor @officialABAT @femigbaja 🔴 SIMON EKPA: SECRET $25 BILLION MOROCCO-NIGERIA GAS PIPELINE DEAL. 'NIGER-DELTA' WHEN WILL U LEARN?
 Youtube Video Link:
 https://t.co/dTbMwkRyfr
 
 #MoroccoNigeriaGas #SimonEkpa #Biafra #NigerDelta #GAS #GasPipeline #Nigeria #Tinubu #Buhari #Zamfara #IslamicBank #PeterObi #LNG",#Tinubu,,,
"@DailyPostNGR @AloyEjimakor 🔴 SIMON EKPA: SECRET $25 BILLION MOROCCO-NIGERIA GAS PIPELINE DEAL. 'NIGER-DELTA' WHEN WILL U LEARN?
 Youtube Video Link:
 https://t.co/dTbMwkRyfr
 
 #MoroccoNigeriaGas #SimonEkpa #Biafra #NigerDelta #GAS #GasPipeline #Nigeria #Tinubu #Buhari #Zamfara #IslamicBank #PeterObi #LNG",#Tinubu,,,
"@AloyEjimakor 🔴 SIMON EKPA: SECRET $25 BILLION MOROCCO-NIGERIA GAS PIPELINE DEAL. 'NIGER-DELTA' WHEN WILL U LEARN?
 Youtube Video Link:
 https://t.co/dTbMwkRyfr
 
 #MoroccoNigeriaGas #SimonEkpa #Biafra #NigerDelta #GAS #GasPipeline #Nigeria #Tinubu #Buhari #Zamfara #IslamicBank #PeterObi #LNG",#Tinubu,,,
"@AloyEjimakor 🔴 SIMON EKPA: SECRET $25 BILLION MOROCCO-NIGERIA GAS PIPELINE DEAL. 'NIGER-DELTA' WHEN WILL U LEARN?
 Youtube Video Link:
 https://t.co/dTbMwkRyfr
 
 #MoroccoNigeriaGas #SimonEkpa #Biafra #NigerDelta #GAS #GasPipeline #Nigeria #Tinubu #Buhari #Zamfara #IslamicBank #PeterObi #LNG",#Tinubu,,,
"@SaharaReporters @AloyEjimakor 🔴 SIMON EKPA: SECRET $25 BILLION MOROCCO-NIGERIA GAS PIPELINE DEAL. 'NIGER-DELTA' WHEN WILL U LEARN?
 Youtube Video Link:
 https://t.co/dTbMwkRyfr
 
 #MoroccoNigeriaGas #SimonEkpa #Biafra #NigerDelta #GAS #GasPipeline #Nigeria #Tinubu #Buhari #Zamfara #IslamicBank #PeterObi #LNG",#Tinubu,,,
"@AloyEjimakor @aonanuga1956 @AjuriNgelale 🔴 SIMON EKPA: SECRET $25 BILLION MOROCCO-NIGERIA GAS PIPELINE DEAL. 'NIGER-DELTA' WHEN WILL U LEARN?
 Youtube Video Link:
 https://t.co/dTbMwkRyfr
 
 #MoroccoNigeriaGas #SimonEkpa #Biafra #NigerDelta #GAS #GasPipeline #Nigeria #Tinubu #Buhari #Zamfara #IslamicBank #PeterObi #LNG",#Tinubu,,,
@Mallam_jabeer @tryExpressBook Assist me with my school fees 😪 fellow Obidient #Obidient https://t.co/L27z4MEuxz,#Obidient,,,
"@Mallam_jabeer @Morris_Monye @tryExpressBook Please watch the video... I hope I am lucky this time dear Lord 
 
 Hope 🙏🏾 
 
 #Obidient https://t.co/0u0mYsX1xq",#Obidient,,,
@georgeliamking @MsgMahmoud46676 @Waspapping_ I'm an #Obidient but this a lie. 🤣😂🤣,#Obidient,,,
"@General_Somto @AloyEjimakor @Govhopeuzodinma @PNMbah @alexottiofr 🔴 SIMON EKPA: SECRET $25 BILLION MOROCCO-NIGERIA GAS PIPELINE DEAL. 'NIGER-DELTA' WHEN WILL U LEARN?
 Youtube Video Link:
 https://t.co/dTbMwkRyfr
 
 #MoroccoNigeriaGas #SimonEkpa #Biafra #NigerDelta #GAS #GasPipeline #Nigeria #Tinubu #Buhari #Zamfara #IslamicBank #PeterObi #LNG",#Tinubu,,,
"@AloyEjimakor @officialABAT @aonanuga1956 🔴 SIMON EKPA: SECRET $25 BILLION MOROCCO-NIGERIA GAS PIPELINE DEAL. 'NIGER-DELTA' WHEN WILL U LEARN?
 Youtube Video Link:
 https://t.co/dTbMwkRyfr
 
 #MoroccoNigeriaGas #SimonEkpa #Biafra #NigerDelta #GAS #GasPipeline #Nigeria #Tinubu #Buhari #Zamfara #IslamicBank #PeterObi #LNG",#Tinubu,,,
"@SuoazOfficial @YeleSowore 🔴 SIMON EKPA: SECRET $25 BILLION MOROCCO-NIGERIA GAS PIPELINE DEAL. 'NIGER-DELTA' WHEN WILL U LEARN?
 Youtube Video Link:
 https://t.co/dTbMwkRyfr
 
 #MoroccoNigeriaGas #SimonEkpa #Biafra #NigerDelta #GAS #GasPipeline #Nigeria #Tinubu #Buhari #Zamfara #IslamicBank #PeterObi #LNG",#Tinubu,,,
"@YeleSowore 🔴 SIMON EKPA: SECRET $25 BILLION MOROCCO-NIGERIA GAS PIPELINE DEAL. 'NIGER-DELTA' WHEN WILL U LEARN?
 Youtube Video Link:
 https://t.co/dTbMwkRyfr
 
 #MoroccoNigeriaGas #SimonEkpa #Biafra #NigerDelta #GAS #GasPipeline #Nigeria #Tinubu #Buhari #Zamfara #IslamicBank #PeterObi #LNG",#Tinubu,,,
"@vanguardngrnews @YeleSowore 🔴 SIMON EKPA: SECRET $25 BILLION MOROCCO-NIGERIA GAS PIPELINE DEAL. 'NIGER-DELTA' WHEN WILL U LEARN?
 Youtube Video Link:
 https://t.co/dTbMwkRyfr
 
 #MoroccoNigeriaGas #SimonEkpa #Biafra #NigerDelta #GAS #GasPipeline #Nigeria #Tinubu #Buhari #Zamfara #IslamicBank #PeterObi #LNG",#Tinubu,,,
"@YeleSowore @YouTube 🔴 SIMON EKPA: SECRET $25 BILLION MOROCCO-NIGERIA GAS PIPELINE DEAL. 'NIGER-DELTA' WHEN WILL U LEARN?
 Youtube Video Link:
 https://t.co/dTbMwkRyfr
 
 #MoroccoNigeriaGas #SimonEkpa #Biafra #NigerDelta #GAS #GasPipeline #Nigeria #Tinubu #Buhari #Zamfara #IslamicBank #PeterObi #LNG",#Tinubu,,,
@KelechiAFC No be only you hear 👂 it e shock 😳 most of us jare who’s going to replace him on Sunday derby Rowe Smith sold Fabio loan Rice Red card Mikel shoulder injury wahala plenty like bicycle for us,Wahala be like bicycle,1,Neutral,
"Yes Sidechick Because Nigerians Did Not Eat Their Jollof Rice 😂 
 
 After Reno Praised His Kenyan Sidechick Online, His Abandoned Wife Called Him Out For Domestic Violence.
 
 The Abandoned Wife Screamed ~ Reno Gave Me A Swallow Jaw And Weeks Of Pains.
 
 Wahala Be Like Bicycle 🚲",Wahala be like bicycle,1,Hate,
"Wahala be like bicycle🚴 please the male boxers are not for outdoor fashion, don't make the boxers to become expensive, Nigerian man on X formally Twitter cries out https://t.co/PrC2kmHamP",Wahala be like bicycle,1,Neutral,
@chiditweets042 have you seen this one? @meathcoco isn't this this #ronu that's coming to rule y'all? Pls gear her true nature here where she supports a well known Druggie who is in charge of the #BadGovernance we're currently groaning under here in the #Zoo call #Nizooria https://t.co/SYMMFs3ftg,#BadGovernance,,,
"https://t.co/donGCxmYmv
 🇳🇬
 My people, only but the return of undercover🥸 jobs like this by the police🚔 will go a long way in bringing sanity in the force
 #badgovernance
 @seunokin @ruffydfire @ShehuSani @MobilePunch @ARISEtv @channelstv @EedrisOriginal @AishaYesufu @AIT_Online",#BadGovernance,,,
Kenya MUST not import #corruption #betrayal #thieftbyservant #TraitorsKe #badgovernance #timeisup https://t.co/tr4nKctTZV,#BadGovernance,,,
"@Realoilsheikh Luxury purchases vs Maintenance costs! 
 The real cost of ownership goes beyond the initial price tag! #badGovernance",#BadGovernance,,,
@evansjimmy11 @demolawal6 @InibeheEffiong @yhemie1123 It's only in your imagination that you see APC better than other parties. Stupid party that introduced hunger in the land. Anyway why wasting my time. A poor man doesn't know what suffer is all about because he is used to it,hunger in the land,,,
"@ChidiOdinkalu 200 million people but one family alone are eating most of the cake .. Maybe some crumbs will fall off the table, to alleviate the mass hunger in the land",hunger in the land,,,
"@HaadiJimoh @obi_Nwosu Fools congrating rubbish. If I may ask, what did he speak about? The insecurity? The hunger in the land? Fuel hike? Pls, what exactly did he speak about? Or you just wanted him to notice you? https://t.co/mGtvpzlbUF",hunger in the land,,,
Please quote me on this on our next giveaway session to @Nigeria. Our staff at the office of The Greenheights foundation @GreenheightsF Canada chapter would be helping to share 2M naira among you all to help alleviate hunger and poverty in the land https://t.co/hHHtOyUnHk,hunger in the land,,,
"@IamDONAVE @dammiedammie35 Easy, pls. For him to have stolen a bread worth that amount, it is possible some persons depended on him to bring something home. There is serious hunger in the land. I condemn stealing but this obviously is hunger-caused. It’s sad looking at the reason(s) why he stole it.",hunger in the land,,,
"@instablog9ja It is a very unfortunate situation we find ourselves a country, a full grown man has to steal a loaf of bread for him to feed, it was just a loaf, perhaps he was stealing to feed his family, am I justifying his actions NO but it is a reflection of the hunger in the land.",hunger in the land,,,
"I don’t support violence but moro kan yén ti wa okay. 
 
 There is hunger in the land.
 
 If Tinubu should show up like this in that market, na half of them go dey shout “ Akanbi ooo! ” https://t.co/RHz5WyshlJ",hunger in the land,,,
@Thundercattttt0 @BillboardChris @TuckerCarlson @martyrmade Part of the story. Both UK and Germany attempted to blockade each other. As an island and not self-sufficient in food UK was more dependent on imports. Germany had conquered vaste swathes of agricultural land/industry. Hitler implemented the 'Hunger Plan' during invasion of USSR.,hunger in the land,,,
"@akureketical_ Hunger dry land 
 
 He can't beg 
 He resorted in stealing...
 
 What if the woman collected loan to buy the bread for reselling? 
 
 How much is her gain gaan gaan? 
 
 He just a thief.",hunger in the land,,,
@instablog9ja The hunger is just getting started. Worst thing now is nobody is allowed to protest the hunger in the land. May God continue to provide for people who did their best to avoid the current situation of Nigeria. Cos Hunger don't care who you voted or still supports till date.,hunger in the land,,,
"@Akure360 @LuckyAiyedatiwa We are voting for Agboola Ajayi of PDP in ondo state, enough is enough, the hunger is too much in the land. Anything APC is forbidden in the land Victor osimehin Boniface Ademola lookman Tuchel #EndBadGovernanceInNigeria",hunger in the land,,,
"They promised us comfort and are doing the exact opposite 
 #badgovernance 
 #FuelScarcity 
 #inflation 
 #GOLD https://t.co/GOrJvOtpeg",#BadGovernance,,,
#BadGovernance is being perpetuated by bad and wicked leaders — Baba Oloye Adegboyega Adeniji,#BadGovernance,,,
JUST IN: protest in kwara over petrol price hike 😢😢😢 #viral #public #Everyone #badgovernance #politics #Nigeria https://t.co/HOUQXYWPUq,#BadGovernance,,,
Imagine!!! 🥺🥺🥺 #politics #governmet #badgovernance #inflation #public #viral #everyone https://t.co/yrjoCWGKIu,#BadGovernance,,,
@instablog9ja There is HUNGER in the land .. It will increase crime rate .. we need to change ourselves and the government.. we need to change our mindset . God help us all,hunger in the land,,,
"@SattarFarooqui our country's citizens are unable to behave like civilised humans in Islamic countries. 77 years since when the Muslim brotherhood's greed for more land &amp; a new country &amp; power hunger for ruling cost millions of human lives, what manners have we taught our kids https://t.co/9rxq3oHUgn",hunger in the land,,,
"@instablog9ja Stealing shouldn't be encouraged tho.. but situations like this, shouldn't escalate into serious torture... There's hunger in the land, which your 'ever stealing politicians' can't relate.",hunger in the land,,,
"@instablog9ja Oh no, this breaks my heart. There’s hunger in the land. What if his children has not eaten for days? 
 
 After shouting on him, I’ll just buy him a bread. Chai!",hunger in the land,,,
@instablog9ja A grown man stealing bread in an open market screams the level of hunger in the land. Yet the APC government led by @officialABAT is bent on increasing the cost of everything under the sun.,hunger in the land,,,
"@Morris_Monye The #OBIdient One keeps making us proud with every move he makes.
 He doesn't have the time to throw jabs at those in the ruling party, yet some trolls on this platform who said ruling party don't even know exist can't have a goodnight sleep until they yab him and his supporters.",#Obidient,,,
"@LeGeneralissimo @Morris_Monye It's kinda ironic that the one you are defending didn't even give his diehard supporters a cushion to insulate themselves from this hardship, let alone an online troll like you that would turn to hypeman if the very #OBIdient One you are yabbing sends you a credit alert. 😂😂",#Obidient,,,
"@Sabinus1_ Hope sey, no be sey u go dey shout on ur mandate we shall stand for filling stations 🤒, i dey wonder wetin fit make dem plaster u like dis..
 #Obidient #BetGenuine",#Obidient,,,
"@seunokin you tried today in drilling the @inecnigeria unrecognized @NgLabour legal advisor led by expired Abure team.
 
 #PeterObi #obidient #Nigeria #Fuel https://t.co/cZ3leavu4z",#Obidient,,,
Democrat rule is a masquerade of legitimacy. Don't be fooled. #ariana #Ajuri #IntercontinentalCup #Obidient #GSTCouncilMeet #Leeroy https://t.co/wK3ADzHIiI,#Obidient,,,
"We told you, didn't we? that you entered one chance with that #obidient movement. They played you for fools, brainwashed you with propaganda, lies and idealism. While they pocketed your money. 🫵🏾 you're the fool, yes you ""Yoruba Obidient"" a disgrace to the entire Yoruba race. https://t.co/dBsly7HT4V",#Obidient,,,
Democrats' democracy is a sham. They only want control. GOP is our last real hope. #ariana #Alan Milburn #Obidient #podcastandchill https://t.co/qezRMoYNyZ,#Obidient,,,
"All this military support for Ukraine—is it really in our best interest, or just escalation? #Ajuri #Kwankwaso #Obidient #Rachel Zegler #Kate Middleton #PS5 Pro #Drake https://t.co/lKzOiYp93D",#Obidient,,,
"@channelstv I don't need to regi anything, I am #Obidient",#Obidient,,,
"Obidient Party
 Obidient Party
 Obidient Party
 Obidient Party
 Obidient Party
 Obidient Party
 #ObidientParty
 #Obidient",#Obidient,,,
Fully #obidient LP member…. 4 a better country…,#Obidient,,,
@Dohngaby94 @Onesimus818 @felixezeogu1 @cnwaulune I can attest to him being a devoted #Obidient. He exhibited that during the last election,#Obidient,,,
"@afrisagacity When you see a good man you'll know. His Excellency @PeterObi is a rare breed. It's only a bad person that won't love him.
 I remain #Obidient",#Obidient,,,
@Alaba589 Wahala be like bicycle,Wahala be like bicycle,1,Neutral,
@Mamee_luv Wahala be like bicycle,Wahala be like bicycle,1,Neutral,
@buenachiccaa Wahala be like bicycle 🤣🤣,Wahala be like bicycle,1,Neutral,
"@busisiwemadziba Wahala be like bicycle, so you think Ozee is not better man and Vic cared for him and also had a soft spot for him.",Wahala be like bicycle,1,Neutral,
@instablog9ja Wahala be like bicycle 🚲 🤣 😂 🤪,Wahala be like bicycle,1,Neutral,
Wahala be like bicycle 🚲 No dey follow me dey laugh https://t.co/Lqfz4xHmdf,Wahala be like bicycle,1,Neutral,
@Caltexjr Wahala be like bicycle my brother,Wahala be like bicycle,1,Neutral,
@Beautygodd8 Wahala be like bicycle,Wahala be like bicycle,1,Neutral,
"@AreaMilly76415 @symply_kim @IlebayeOfficial Wahala be like bicycle 
 😂😂🤨 See dis one oo",Wahala be like bicycle,1,Neutral,
@kola3030hamza @omoFalade @bla_bidza @SundayOOliseh Wahala be like bicycle 😂😂,Wahala be like bicycle,1,Neutral,
@mie_maryerm Wahala be like bicycle,Wahala be like bicycle,1,Neutral,
@SaharaReporters Wahala be like bicycle 🚴.,Wahala be like bicycle,1,Neutral,
@khalifa_karaye Wahala be like bicycle,Wahala be like bicycle,1,Neutral,
Wahala be like bicycle 😂😂😂 https://t.co/H7Sfv2xhkd,Wahala be like bicycle,1,Neutral,
@SaharaReporters Wahala be like bicycle,Wahala be like bicycle,1,Neutral,
"@oyyee_moinn Wahala be like bicycle, me I don't like that",Wahala be like bicycle,1,Neutral,
"@PeterObi The more he tweets, the more the fatherless agbado children cry.
 
 Chai wahala be like Bicycle.....",Wahala be like bicycle,1,Hate,
@FUkamaka34449 Wahala be like bicycle 🤣🤣,Wahala be like bicycle,1,Neutral,
@yabaleftonline Wahala be like bicycle 🚲,Wahala be like bicycle,1,Neutral,
@calissii 🤣🤣🤣wahala be like bicycle,Wahala be like bicycle,1,Neutral,
@DunstMadeline @BB_Baddies U know what..You’re absolutely right!! I can’t comprehend English AT ALL! So.. please.. let’s put a pin in it righhttt there. 😂😂😂🙆🏾‍♀️ wahala be like bicycle 😂 .. (dis how ya’ll feel dealin wit MAGa huh) 😂😂😂… anywayyyy #SellingSunset,Wahala be like bicycle,1,Neutral,
@abazwhyllzz Wahala be like bicycle,Wahala be like bicycle,1,Neutral,
@Curiosity_blaq Wahala be like bicycle,Wahala be like bicycle,1,Neutral,
@NigeriaStories Wahala be like bicycle,Wahala be like bicycle,1,Neutral,
Wahala be like bicycle 😅 https://t.co/dE7IxhUBdB https://t.co/LD2pbqdlLP,Wahala be like bicycle,1,Neutral,
Wahala be like bicycle https://t.co/gxS7vaSvYp,Wahala be like bicycle,1,Neutral,
"@Stevemaris__ I just dey look chart now ooo
 
 Wahala be like bicycle",Wahala be like bicycle,1,Neutral,
@mattarraxxzzee Wahala be like bicycle,Wahala be like bicycle,1,Neutral,
"Wahala be like bicycle: She Pranked Her Boyfriend, Pretending She Was Getting Knacked, and This Happened 👀 https://t.co/PPhXASMgpV",Wahala be like bicycle,1,Neutral,
"Wahala Be Like Bicycle: Lady Tricks Boyfriend with Fan Blowing, Pretending She’s in a Car on Her Way to His Place https://t.co/npqIoucbRn",Wahala be like bicycle,1,Neutral,
Wahala be like bicycle 😅 https://t.co/1ewZI4xlNT,Wahala be like bicycle,1,Neutral,
"@WazobiaFMAbuja @McBluetoothCCFR @bigmoNaija Wahala be like bicycle who wan ride am
 @pikaso_me screenshot this",Wahala be like bicycle,1,Neutral,
@jeremiahUTD @KayceeKiligan Wahala be like bicycle,Wahala be like bicycle,1,Neutral,
@TOluwamayomikun @pretty_Vikkii Wahala no be like bicycle?,Wahala be like bicycle,1,Neutral,
wahala be like bicycle,Wahala be like bicycle,1,Neutral,
@TotoIndustriez Wahala be like bicycle,Wahala be like bicycle,1,Neutral,
🤦🏾‍♂️ wahala be like bicycle 😂 https://t.co/IiUzvxd1hH,Wahala be like bicycle,1,Neutral,
Fuel crisis in Lagos is always a different ball game. Wahala be like bicycle..,Wahala be like bicycle,1,Neutral,
@abujastreets 😩😂😂 wahala be like bicycle,Wahala be like bicycle,1,Neutral,
"@001_PHC @iamklausenburg Wahala be like bicycle 😂😂😂
 
 This feminists low-key detest men who pander to them because they're weaklings,they only need them to push agenda",Wahala be like bicycle,1,Hate,
@Mrfizzy_10 Wahala be like bicycle 🤣,Wahala be like bicycle,1,Neutral,
Wahala be like bicycle 😀 https://t.co/z84GX4LZsE,Wahala be like bicycle,1,Neutral,
@AgbakaEye Wahala be like bicycle 🚳,Wahala be like bicycle,1,Neutral,
Wahala be like bicycle 🚲,Wahala be like bicycle,1,Neutral,
@NgonadiNne1905 Wahala be like bicycle,Wahala be like bicycle,1,Neutral,
@Bigsamyyyy Wahala be like bicycle,Wahala be like bicycle,1,Neutral,
"Wahala be like bicycle 
 Wait for Mirabel 😭😭😭😭 https://t.co/Lu6V8lh9aG",Wahala be like bicycle,1,Neutral,
@AishaYesufu Lol 😂 wahala be like bicycle Abi na fan e Dey touch every body now,Wahala be like bicycle,1,Neutral,
@TheSerahIbrahim Wahala be like bicycle 😂😂,Wahala be like bicycle,1,Neutral,
@jujupunter Wahala be like bicycle which wan be seh seh seh again you this juju punter abeg me I no seh seh seh oooo,Wahala be like bicycle,1,Neutral,
@KingPullo Wahala be like bicycle 😂,Wahala be like bicycle,1,Neutral,
@Ebukamachala Wahala be like bicycle,Wahala be like bicycle,1,Neutral,
Wahala Be Like Bicycle!!! Nigerian Big Boy Shuts down his Church after Cashing out !!!😂😂😂😂🤔😳 https://t.co/GilD2g4oCe,Wahala be like bicycle,1,Neutral,
@Atuswealth Wahala be like bicycle,Wahala be like bicycle,1,Neutral,
"Because of bad gov’…person nor fit open bicycle 🚴 delivery 📦🏤for this country…no good good not to talk of creating roof for 🚴 wahala true true be like bicycle… 😒
 
 #EndBadGovernanceInNigeria",Wahala be like bicycle,1,Neutral,
Wahala be like Bicycle https://t.co/ittkt3ulrp,Wahala be like bicycle,1,Neutral,
"Wahala be like bicycle as VDM says he has evidence against !yabo 0jo and Wum! For mohbad death.
 #Galatasaray #Madeinlagos #Olamide #Ooniofife #Psquare https://t.co/RBbXR6LGHl",Wahala be like bicycle,1,Neutral,
"Wahala be like bicycle
 
 According to Bill Gates, tax collection In nigeria Is too low, to fund education and health care sector 
 
 What can we do with the tax then?
 
 Check the full story out 
 
 https://t.co/2svH6BPrLJ",Wahala be like bicycle,1,Neutral,
@Mallam_jabeer @tryExpressBook Am happy to belong to this wonderful family called #obidient from the beginning till now. Sir I will appreciate it am selected because this will go along way to sort my medical bill . U can go and verify my page sir https://t.co/KBNaptMcPH,#Obidient,,,
@Mallam_jabeer @mc_pully @tryExpressBook @OmarYgee i have said it before #Obidient from beging @Mallam_jabeer evidence dey well from bayelsa state https://t.co/8amQJIOTOr,#Obidient,,,
"@YunusaTanko Chai, I like this tribalism of @PeterObi and @YunusaTanko. His Igbo people are leading the #Obidient movement. Let me buy a bucket for many tears.",#Obidient,,,
"Peter Obi Woos Northerners With Appointments
 
 https://t.co/2dmNdVveAB
 @PeterObi #obidient #peterobi #",#Obidient,,,
"@civicpulsexxx @firstladyship 9047012689
 
 Opay
 Seun titilayo 
 
 I'm 100 percent obedient 
 
 #Obidient",#Obidient,,,
"Happy birthday to me, I pray for more life to live to see a New Nigeria that works for all of us. 
 #Obidient please say me a prayer https://t.co/BuaDEHITOM",#Obidient,,,
"@Mallam_jabeer @tryExpressBook @Mallam_jabeer been an #obidient is a mindset.. We are sure that a new Nigeria is possible... 
 
 I am an Ijaw Obedient from Rivers State South South Nigeria https://t.co/acVP0xmPhS",#Obidient,,,
"It’s shame that Abure and his co-conspirators have such a poverty mindset. 
 
 Instead of building on the tremendous growth brought to the party by @PeterObi @alexottiofr and the #obidient movement, they are fighting the wave that made them suddenly relevant.
 
 There are too many… https://t.co/z7626w0Nqj https://t.co/6rjoI9kRZT",#Obidient,,,
"One of the reasons why I never block is because you talk sense once in a while. 😂🤣😂. 
 Good governance and a better Nigeria are all that the #Obidient wants and are not too much to ask for. https://t.co/S40uXqCnNT",#Obidient,,,
"@Mallam_jabeer @tryExpressBook I'm unapologetic and staunch #obidient, from day one up until this very moment. I stand and defend whatever noble cause I embarked upon irrespective of whose ox is couged. https://t.co/DCmakqTiZS",#Obidient,,,
"@Onesimus818 I'm unapologetic, stuanch #obidient, convener of #GoodGovernance,one of the fighters and crusaders of #endpolicebrutality from day one and up until this very moment . I'm a frontier who goes and stands firm(on ground)for a noble expedition, for a cause I believe in @firstladyship https://t.co/J6cpZKxKpb",#Obidient,,,
"Before u get down to work, Pls give @Honey4rmDErock a follow. He lost his acct of 6k plus and is trying to rebuild. He's an #Obidient and a MAGA patriot. He follows back too, thanks",#Obidient,,,
"@Onesimus818 Good morning sir,I am a proud Obedient,always been and always will❤
 #Obidient to the core
 
 @iam_andreooche 
 @chidpiero1 
 @Dan4_real can all confirm this🙏 https://t.co/Ncgtm8D6GA",#Obidient,,,
"Good morning, my fellow #Obidient, I'm writing this tweet now because I don't even know how to go about it. Please, I need assistance. I have just 7 days to pay my school fees. The school is 92k, and the late payment fee is 20k. The portal fee is 3k, totalling 115k. https://t.co/2gTgIj8fj4",#Obidient,,,
"@AwazarJohnJacks @firstladyship @EArtoi @drkenon2 @MissPearls @Morris_Monye @AishaYesufu #Obidient babies everywhere. If not that we are not ministry, you would have seen people coming to testify to the God of #Obidients lolz. Congratulations baba baby and mummy baby. May the child make you proud &amp; bring you greatness all round.",#Obidient,,,
"@Onesimus818 @Aduurah and @JummyElsie can testify.
 I'm #Obidient To the core https://t.co/KgY5TSVhrO",#Obidient,,,
"@Onesimus818 @BetyluvE 
 @LawrenceOkoroPG 
 
 #obidient to the core https://t.co/h2xeXNvvvh",#Obidient,,,
@Onesimus818 #obidient https://t.co/NcGucADa1T,#Obidient,,,
@KadunaResident #Obidient are just too many to be left out but God is God,#Obidient,,,
"@Onesimus818 My president pic have been my header since d last election 
 #obidient https://t.co/XQ52T00eD5",#Obidient,,,
"Say a prayer for our Son.
 
 E no easy to be pikin in these days.
 
 #Obidient from birth❤️ https://t.co/ef9cSGAl7p",#Obidient,,,
"@Morris_Monye A tribe without bias.
 Proudly an #Obidient",#Obidient,,,
"My President!
 #Obidient https://t.co/THmmWb8aTY",#Obidient,,,
@odogwu_ogidi @firstladyship My question is….how can the help get to the on ground #OBIDIENTs… not just the online Twitter #Obidient,#Obidient,,,
"@firstladyship 15zQSwJG8jhxdb1wuiYDQZC5hJURZieS3z
 
 #Obidient 💯",#Obidient,,,
Dear @PeterObi @alexottiofr @YusufDattiAhmd been an #obidient since the campaigns and now planning on getting my @NgLabour membership…hope we all are staying put. I literally have no strength to be jumping around.,#Obidient,,,
